"year","month","region","power_train","value"
2023,6,"NETHERLANDS","TOTAL",41365
2023,6,"POLAND","BEV",1809
2023,6,"POLAND","PHEV",1287
2023,6,"POLAND","HEV",14678
2023,6,"POLAND","OTHERS",1175
2023,6,"POLAND","PETROL",17881
2023,6,"POLAND","DIESEL",4751
2023,6,"POLAND","TOTAL",41581
2023,6,"PORTUGAL","BEV",3291
2023,6,"PORTUGAL","PHEV",2542
2023,6,"PORTUGAL","HEV",2814
2023,6,"PORTUGAL","OTHERS",1030
2023,6,"PORTUGAL","PETROL",9880
2023,6,"PORTUGAL","DIESEL",2484
2023,6,"PORTUGAL","TOTAL",22041
2023,6,"ROMANIA","BEV",1575
2023,6,"ROMANIA","PHEV",0
2023,6,"ROMANIA","HEV",4098
2023,6,"ROMANIA","OTHERS",1542
2023,6,"ROMANIA","PETROL",4402
2023,6,"ROMANIA","DIESEL",1556
2023,6,"ROMANIA","TOTAL",13173
2023,6,"SLOVAKIA","BEV",230
2023,6,"SLOVAKIA","PHEV",268
2023,6,"SLOVAKIA","HEV",2059
2023,6,"SLOVAKIA","OTHERS",209
2023,6,"SLOVAKIA","PETROL",4025
2023,6,"SLOVAKIA","DIESEL",1580
2023,6,"SLOVAKIA","TOTAL",8371
2023,6,"SLOVENIA","BEV",328
2023,6,"SLOVENIA","PHEV",122
2023,6,"SLOVENIA","HEV",395
2023,6,"SLOVENIA","OTHERS",39
2023,6,"SLOVENIA","PETROL",2893
2023,6,"SLOVENIA","DIESEL",892
2023,6,"SLOVENIA","TOTAL",4669
2023,6,"SPAIN","BEV",5474
2023,6,"SPAIN","PHEV",6438
2023,6,"SPAIN","HEV",30387
2023,6,"SPAIN","OTHERS",2657
2023,6,"SPAIN","PETROL",43739
2023,6,"SPAIN","DIESEL",12390
2023,6,"SPAIN","TOTAL",101085
2023,6,"SWEDEN","BEV",10956
2023,6,"SWEDEN","PHEV",5798
2023,6,"SWEDEN","HEV",2015
2023,6,"SWEDEN","OTHERS",637
2023,6,"SWEDEN","PETROL",6595
2023,6,"SWEDEN","DIESEL",2282
2023,6,"SWEDEN","TOTAL",28283
2023,6,"EUROPEAN UNION","BEV",158252
2023,6,"EUROPEAN UNION","PHEV",82938
2023,6,"EUROPEAN UNION","HEV",254100
2023,6,"EUROPEAN UNION","OTHERS",31121
2023,6,"EUROPEAN UNION","PETROL",379067
2023,6,"EUROPEAN UNION","DIESEL",139595
2023,6,"EUROPEAN UNION","TOTAL",1045073
2023,6,"ICELAND","BEV",904
2023,6,"ICELAND","PHEV",228
2023,6,"ICELAND","HEV",488
2023,6,"ICELAND","OTHERS",0
2023,6,"ICELAND","PETROL",308
2023,6,"ICELAND","DIESEL",631
2023,6,"ICELAND","TOTAL",2559
2023,6,"NORWAY","BEV",12800
2023,6,"NORWAY","PHEV",1354
2023,6,"NORWAY","HEV",823
2023,6,"NORWAY","OTHERS",1
2023,6,"NORWAY","PETROL",231
2023,6,"NORWAY","DIESEL",357
2023,6,"NORWAY","TOTAL",15566
2023,6,"SWITZERLAND","BEV",5226
2023,6,"SWITZERLAND","PHEV",2302
2023,6,"SWITZERLAND","HEV",6748
2023,6,"SWITZERLAND","OTHERS",5
2023,6,"SWITZERLAND","PETROL",8476
2023,6,"SWITZERLAND","DIESEL",2457
2023,6,"SWITZERLAND","TOTAL",25214
2023,6,"EFTA","BEV",18930
2023,6,"EFTA","PHEV",3884
2023,6,"EFTA","HEV",8059
2023,6,"EFTA","OTHERS",6
2023,6,"EFTA","PETROL",9015
2023,6,"EFTA","DIESEL",3445
2023,6,"EFTA","TOTAL",43339
2023,6,"UNITED KINGDOM","BEV",31700
2023,6,"UNITED KINGDOM","PHEV",12770
2023,6,"UNITED KINGDOM","HEV",56208
2023,6,"UNITED KINGDOM","OTHERS",0
2023,6,"UNITED KINGDOM","PETROL",70367
2023,6,"UNITED KINGDOM","DIESEL",6221
2023,6,"UNITED KINGDOM","TOTAL",177266
2023,6,"EU + EFTA + UK","BEV",208882
2023,6,"EU + EFTA + UK","PHEV",99592
2023,6,"EU + EFTA + UK","HEV",318367
2023,6,"EU + EFTA + UK","OTHERS",31127
2023,6,"EU + EFTA + UK","PETROL",458449
2023,6,"EU + EFTA + UK","DIESEL",149261
2023,6,"EU + EFTA + UK","TOTAL",1265678
2023,7,"AUSTRIA","BEV",3321
2023,7,"AUSTRIA","PHEV",1300
2023,7,"AUSTRIA","HEV",3799
2023,7,"AUSTRIA","OTHERS",1
2023,7,"AUSTRIA","PETROL",5387
2023,7,"AUSTRIA","DIESEL",3758
2023,7,"AUSTRIA","TOTAL",17566
2023,7,"BELGIUM","BEV",6731
2023,7,"BELGIUM","PHEV",8428
2023,7,"BELGIUM","HEV",2664
2023,7,"BELGIUM","OTHERS",240
2023,7,"BELGIUM","PETROL",13822
2023,7,"BELGIUM","DIESEL",2784
2023,7,"BELGIUM","TOTAL",34669
2023,7,"BULGARIA","BEV",170
2023,7,"BULGARIA","PHEV",34
2023,7,"BULGARIA","HEV",53
2023,7,"BULGARIA","OTHERS",8
2023,7,"BULGARIA","PETROL",2409
2023,7,"BULGARIA","DIESEL",696
2023,7,"BULGARIA","TOTAL",3370
2023,7,"CROATIA","BEV",117
2023,7,"CROATIA","PHEV",85
2023,7,"CROATIA","HEV",1177
2023,7,"CROATIA","OTHERS",117
2023,7,"CROATIA","PETROL",2559
2023,7,"CROATIA","DIESEL",1086
2023,7,"CROATIA","TOTAL",5141
2023,7,"CYPRUS","BEV",109
2023,7,"CYPRUS","PHEV",83
2023,7,"CYPRUS","HEV",589
2023,7,"CYPRUS","OTHERS",0
2023,7,"CYPRUS","PETROL",865
2023,7,"CYPRUS","DIESEL",39
2023,7,"CYPRUS","TOTAL",1685
2023,7,"CZECH REPUBLIC","BEV",468
2023,7,"CZECH REPUBLIC","PHEV",453
2023,7,"CZECH REPUBLIC","HEV",2870
2023,7,"CZECH REPUBLIC","OTHERS",220
2023,7,"CZECH REPUBLIC","PETROL",8307
2023,7,"CZECH REPUBLIC","DIESEL",3770
2023,7,"CZECH REPUBLIC","TOTAL",16088
2023,7,"DENMARK","BEV",3518
2023,7,"DENMARK","PHEV",1155
2023,7,"DENMARK","HEV",1990
2023,7,"DENMARK","OTHERS",0
2023,7,"DENMARK","PETROL",4055
2023,7,"DENMARK","DIESEL",521
2023,7,"DENMARK","TOTAL",11239
2023,7,"ESTONIA","BEV",119
2023,7,"ESTONIA","PHEV",43
2023,7,"ESTONIA","HEV",669
2023,7,"ESTONIA","OTHERS",3
2023,7,"ESTONIA","PETROL",718
2023,7,"ESTONIA","DIESEL",270
2023,7,"ESTONIA","TOTAL",1822
2023,7,"FINLAND","BEV",1702
2023,7,"FINLAND","PHEV",1631
2023,7,"FINLAND","HEV",1720
2023,7,"FINLAND","OTHERS",87
2023,7,"FINLAND","PETROL",940
2023,7,"FINLAND","DIESEL",317
2023,7,"FINLAND","TOTAL",6397
2023,7,"FRANCE","BEV",16867
2023,7,"FRANCE","PHEV",13230
2023,7,"FRANCE","HEV",32877
2023,7,"FRANCE","OTHERS",5109
2023,7,"FRANCE","PETROL",48370
2023,7,"FRANCE","DIESEL",12493
2023,7,"FRANCE","TOTAL",128946
2023,7,"GERMANY","BEV",48682
2023,7,"GERMANY","PHEV",14345
2023,7,"GERMANY","HEV",53138
2023,7,"GERMANY","OTHERS",1258
2023,7,"GERMANY","PETROL",83358
2023,7,"GERMANY","DIESEL",42496
2023,7,"GERMANY","TOTAL",243277
2023,7,"GREECE","BEV",573
2023,7,"GREECE","PHEV",685
2023,7,"GREECE","HEV",4273
2023,7,"GREECE","OTHERS",418
2023,7,"GREECE","PETROL",4738
2023,7,"GREECE","DIESEL",1693
2023,7,"GREECE","TOTAL",12380
2023,7,"HUNGARY","BEV",356
2023,7,"HUNGARY","PHEV",537
2023,7,"HUNGARY","HEV",3187
2023,7,"HUNGARY","OTHERS",32
2023,7,"HUNGARY","PETROL",3021
2023,7,"HUNGARY","DIESEL",1207
2023,7,"HUNGARY","TOTAL",8340
2023,7,"IRELAND","BEV",4145
2023,7,"IRELAND","PHEV",2026
2023,7,"IRELAND","HEV",6035
2023,7,"IRELAND","OTHERS",0
2023,7,"IRELAND","PETROL",8792
2023,7,"IRELAND","DIESEL",6108
2023,7,"IRELAND","TOTAL",27106
2023,7,"ITALY","BEV",4091
2023,7,"ITALY","PHEV",5283
2023,7,"ITALY","HEV",42414
2023,7,"ITALY","OTHERS",11802
2023,7,"ITALY","PETROL",34484
2023,7,"ITALY","DIESEL",21072
2023,7,"ITALY","TOTAL",119146
2023,7,"LATVIA","BEV",112
2023,7,"LATVIA","PHEV",32
2023,7,"LATVIA","HEV",442
2023,7,"LATVIA","OTHERS",28
2023,7,"LATVIA","PETROL",779
2023,7,"LATVIA","DIESEL",293
2023,7,"LATVIA","TOTAL",1686
2023,7,"LITHUANIA","BEV",159
2023,7,"LITHUANIA","PHEV",0
2023,7,"LITHUANIA","HEV",1089
2023,7,"LITHUANIA","OTHERS",0
2023,7,"LITHUANIA","PETROL",826
2023,7,"LITHUANIA","DIESEL",255
2023,7,"LITHUANIA","TOTAL",2329
2023,7,"LUXEMBOURG","BEV",906
2023,7,"LUXEMBOURG","PHEV",394
2023,7,"LUXEMBOURG","HEV",891
2023,7,"LUXEMBOURG","OTHERS",0
2023,7,"LUXEMBOURG","PETROL",1391
2023,7,"LUXEMBOURG","DIESEL",626
2023,7,"LUXEMBOURG","TOTAL",4208
2023,7,"MALTA","BEV",87
2023,7,"MALTA","PHEV",98
2023,7,"MALTA","HEV",125
2023,7,"MALTA","OTHERS",1
2023,7,"MALTA","PETROL",307
2023,7,"MALTA","DIESEL",82
2023,7,"MALTA","TOTAL",700
2023,7,"NETHERLANDS","BEV",7552
2023,7,"NETHERLANDS","PHEV",4211
2023,7,"NETHERLANDS","HEV",7430
2023,7,"NETHERLANDS","OTHERS",160
2023,7,"NETHERLANDS","PETROL",9036
2023,7,"NETHERLANDS","DIESEL",298
2023,7,"NETHERLANDS","TOTAL",28687
2023,7,"POLAND","BEV",1153
2023,7,"POLAND","PHEV",1053
2023,7,"POLAND","HEV",13570
2023,7,"POLAND","OTHERS",946
2023,7,"POLAND","PETROL",16089
2023,7,"POLAND","DIESEL",3577
2023,7,"POLAND","TOTAL",36388
2023,7,"PORTUGAL","BEV",2697
2023,7,"PORTUGAL","PHEV",2475
2023,7,"PORTUGAL","HEV",2663
2023,7,"PORTUGAL","OTHERS",735
2023,7,"PORTUGAL","PETROL",5777
2023,7,"PORTUGAL","DIESEL",1727
2023,7,"PORTUGAL","TOTAL",16074
2023,7,"ROMANIA","BEV",2006
2023,7,"ROMANIA","PHEV",0
2023,7,"ROMANIA","HEV",4031
2023,7,"ROMANIA","OTHERS",1575
2023,7,"ROMANIA","PETROL",4446
2023,7,"ROMANIA","DIESEL",1572
2023,7,"ROMANIA","TOTAL",13630
2023,7,"SLOVAKIA","BEV",163
2023,7,"SLOVAKIA","PHEV",327
2023,7,"SLOVAKIA","HEV",2109
2023,7,"SLOVAKIA","OTHERS",146
2023,7,"SLOVAKIA","PETROL",3851
2023,7,"SLOVAKIA","DIESEL",1405
2023,7,"SLOVAKIA","TOTAL",8001
2023,7,"SLOVENIA","BEV",276
2023,7,"SLOVENIA","PHEV",90
2023,7,"SLOVENIA","HEV",325
2023,7,"SLOVENIA","OTHERS",69
2023,7,"SLOVENIA","PETROL",2247
2023,7,"SLOVENIA","DIESEL",769
2023,7,"SLOVENIA","TOTAL",3776
2023,7,"SPAIN","BEV",3404
2023,7,"SPAIN","PHEV",5180
2023,7,"SPAIN","HEV",26243
2023,7,"SPAIN","OTHERS",2299
2023,7,"SPAIN","PETROL",34428
2023,7,"SPAIN","DIESEL",9651
2023,7,"SPAIN","TOTAL",81205
2023,7,"SWEDEN","BEV",6487
2023,7,"SWEDEN","PHEV",3882
2023,7,"SWEDEN","HEV",1157
2023,7,"SWEDEN","OTHERS",422
2023,7,"SWEDEN","PETROL",3901
2023,7,"SWEDEN","DIESEL",1451
2023,7,"SWEDEN","TOTAL",17300
2023,7,"EUROPEAN UNION","BEV",115971
2023,7,"EUROPEAN UNION","PHEV",67060
2023,7,"EUROPEAN UNION","HEV",217530
2023,7,"EUROPEAN UNION","OTHERS",25676
2023,7,"EUROPEAN UNION","PETROL",304903
2023,7,"EUROPEAN UNION","DIESEL",120016
2023,7,"EUROPEAN UNION","TOTAL",851156
2023,7,"ICELAND","BEV",441
2023,7,"ICELAND","PHEV",119
2023,7,"ICELAND","HEV",282
2023,7,"ICELAND","OTHERS",0
2023,7,"ICELAND","PETROL",186
2023,7,"ICELAND","DIESEL",239
2023,7,"ICELAND","TOTAL",1267
2023,7,"NORWAY","BEV",6148
2023,7,"NORWAY","PHEV",613
2023,7,"NORWAY","HEV",443
2023,7,"NORWAY","OTHERS",0
2023,7,"NORWAY","PETROL",109
2023,7,"NORWAY","DIESEL",212
2023,7,"NORWAY","TOTAL",7525
2023,7,"SWITZERLAND","BEV",3649
2023,7,"SWITZERLAND","PHEV",1777
2023,7,"SWITZERLAND","HEV",4887
2023,7,"SWITZERLAND","OTHERS",4
2023,7,"SWITZERLAND","PETROL",6301
2023,7,"SWITZERLAND","DIESEL",1981
2023,7,"SWITZERLAND","TOTAL",18599
2023,7,"EFTA","BEV",10238
2023,7,"EFTA","PHEV",2509
2023,7,"EFTA","HEV",5612
2023,7,"EFTA","OTHERS",4
2023,7,"EFTA","PETROL",6596
2023,7,"EFTA","DIESEL",2432
2023,7,"EFTA","TOTAL",27391
2023,7,"UNITED KINGDOM","BEV",23010
2023,7,"UNITED KINGDOM","PHEV",11702
2023,7,"UNITED KINGDOM","HEV",45372
2023,7,"UNITED KINGDOM","OTHERS",0
2023,7,"UNITED KINGDOM","PETROL",58150
2023,7,"UNITED KINGDOM","DIESEL",5687
2023,7,"UNITED KINGDOM","TOTAL",143921
2023,7,"EU + EFTA + UK","BEV",149219
2023,7,"EU + EFTA + UK","PHEV",81271
2023,7,"EU + EFTA + UK","HEV",268514
2023,7,"EU + EFTA + UK","OTHERS",25680
2023,7,"EU + EFTA + UK","PETROL",369649
2023,7,"EU + EFTA + UK","DIESEL",128135
2023,7,"EU + EFTA + UK","TOTAL",1022468
2023,8,"AUSTRIA","BEV",3945
2023,8,"AUSTRIA","PHEV",1442
2023,8,"AUSTRIA","HEV",4036
2023,8,"AUSTRIA","OTHERS",1
2023,8,"AUSTRIA","PETROL",5545
2023,8,"AUSTRIA","DIESEL",3821
2023,8,"AUSTRIA","TOTAL",18790
2023,8,"BELGIUM","BEV",9241
2023,8,"BELGIUM","PHEV",8639
2023,8,"BELGIUM","HEV",2562
2023,8,"BELGIUM","OTHERS",151
2023,8,"BELGIUM","PETROL",13647
2023,8,"BELGIUM","DIESEL",2558
2023,8,"BELGIUM","TOTAL",36798
2023,8,"BULGARIA","BEV",151
2023,8,"BULGARIA","PHEV",50
2023,8,"BULGARIA","HEV",80
2023,8,"BULGARIA","OTHERS",0
2023,8,"BULGARIA","PETROL",2493
2023,8,"BULGARIA","DIESEL",647
2023,8,"BULGARIA","TOTAL",3421
2023,8,"CROATIA","BEV",149
2023,8,"CROATIA","PHEV",75
2023,8,"CROATIA","HEV",902
2023,8,"CROATIA","OTHERS",133
2023,8,"CROATIA","PETROL",1492
2023,8,"CROATIA","DIESEL",676
2023,8,"CROATIA","TOTAL",3427
2023,8,"CYPRUS","BEV",41
2023,8,"CYPRUS","PHEV",26
2023,8,"CYPRUS","HEV",246
2023,8,"CYPRUS","OTHERS",0
2023,8,"CYPRUS","PETROL",407
2023,8,"CYPRUS","DIESEL",16
2023,8,"CYPRUS","TOTAL",736
2023,8,"CZECH REPUBLIC","BEV",595
2023,8,"CZECH REPUBLIC","PHEV",509
2023,8,"CZECH REPUBLIC","HEV",3815
2023,8,"CZECH REPUBLIC","OTHERS",254
2023,8,"CZECH REPUBLIC","PETROL",9877
2023,8,"CZECH REPUBLIC","DIESEL",3668
2023,8,"CZECH REPUBLIC","TOTAL",18718
2023,8,"DENMARK","BEV",4777
2023,8,"DENMARK","PHEV",1236
2023,8,"DENMARK","HEV",2023
2023,8,"DENMARK","OTHERS",0
2023,8,"DENMARK","PETROL",4807
2023,8,"DENMARK","DIESEL",713
2023,8,"DENMARK","TOTAL",13556
2023,8,"ESTONIA","BEV",124
2023,8,"ESTONIA","PHEV",52
2023,8,"ESTONIA","HEV",772
2023,8,"ESTONIA","OTHERS",3
2023,8,"ESTONIA","PETROL",621
2023,8,"ESTONIA","DIESEL",196
2023,8,"ESTONIA","TOTAL",1768
2023,8,"FINLAND","BEV",2812
2023,8,"FINLAND","PHEV",1768
2023,8,"FINLAND","HEV",1797
2023,8,"FINLAND","OTHERS",31
2023,8,"FINLAND","PETROL",1030
2023,8,"FINLAND","DIESEL",385
2023,8,"FINLAND","TOTAL",7823
2023,8,"FRANCE","BEV",19657
2023,8,"FRANCE","PHEV",9527
2023,8,"FRANCE","HEV",27166
2023,8,"FRANCE","OTHERS",4290
2023,8,"FRANCE","PETROL",42743
2023,8,"FRANCE","DIESEL",10216
2023,8,"FRANCE","TOTAL",113599
2023,8,"GERMANY","BEV",86649
2023,8,"GERMANY","PHEV",14552
2023,8,"GERMANY","HEV",55844
2023,8,"GERMANY","OTHERS",1106
2023,8,"GERMANY","PETROL",75598
2023,8,"GERMANY","DIESEL",39668
2023,8,"GERMANY","TOTAL",273417
2023,8,"GREECE","BEV",403
2023,8,"GREECE","PHEV",636
2023,8,"GREECE","HEV",3684
2023,8,"GREECE","OTHERS",229
2023,8,"GREECE","PETROL",4071
2023,8,"GREECE","DIESEL",1345
2023,8,"GREECE","TOTAL",10368
2023,8,"HUNGARY","BEV",476
2023,8,"HUNGARY","PHEV",512
2023,8,"HUNGARY","HEV",3814
2023,8,"HUNGARY","OTHERS",26
2023,8,"HUNGARY","PETROL",3082
2023,8,"HUNGARY","DIESEL",1041
2023,8,"HUNGARY","TOTAL",8951
2023,8,"IRELAND","BEV",1772
2023,8,"IRELAND","PHEV",1021
2023,8,"IRELAND","HEV",1275
2023,8,"IRELAND","OTHERS",0
2023,8,"IRELAND","PETROL",1980
2023,8,"IRELAND","DIESEL",2064
2023,8,"IRELAND","TOTAL",8112
2023,8,"ITALY","BEV",4055
2023,8,"ITALY","PHEV",3328
2023,8,"ITALY","HEV",27213
2023,8,"ITALY","OTHERS",7909
2023,8,"ITALY","PETROL",24002
2023,8,"ITALY","DIESEL",13220
2023,8,"ITALY","TOTAL",79727
2023,8,"LATVIA","BEV",130
2023,8,"LATVIA","PHEV",29
2023,8,"LATVIA","HEV",530
2023,8,"LATVIA","OTHERS",19
2023,8,"LATVIA","PETROL",628
2023,8,"LATVIA","DIESEL",262
2023,8,"LATVIA","TOTAL",1598
2023,8,"LITHUANIA","BEV",147
2023,8,"LITHUANIA","PHEV",0
2023,8,"LITHUANIA","HEV",963
2023,8,"LITHUANIA","OTHERS",0
2023,8,"LITHUANIA","PETROL",824
2023,8,"LITHUANIA","DIESEL",309
2023,8,"LITHUANIA","TOTAL",2243
2023,8,"LUXEMBOURG","BEV",924
2023,8,"LUXEMBOURG","PHEV",347
2023,8,"LUXEMBOURG","HEV",666
2023,8,"LUXEMBOURG","OTHERS",0
2023,8,"LUXEMBOURG","PETROL",1005
2023,8,"LUXEMBOURG","DIESEL",474
2023,8,"LUXEMBOURG","TOTAL",3416
2023,8,"MALTA","BEV",89
2023,8,"MALTA","PHEV",73
2023,8,"MALTA","HEV",127
2023,8,"MALTA","OTHERS",0
2023,8,"MALTA","PETROL",304
2023,8,"MALTA","DIESEL",67
2023,8,"MALTA","TOTAL",660
2023,8,"NETHERLANDS","BEV",9174
2023,8,"NETHERLANDS","PHEV",3413
2023,8,"NETHERLANDS","HEV",6903
2023,8,"NETHERLANDS","OTHERS",185
2023,8,"NETHERLANDS","PETROL",7857
2023,8,"NETHERLANDS","DIESEL",293
2023,8,"NETHERLANDS","TOTAL",27825
2023,8,"POLAND","BEV",1237
2023,8,"POLAND","PHEV",868
2023,8,"POLAND","HEV",15200
2023,8,"POLAND","OTHERS",805
2023,8,"POLAND","PETROL",14804
2023,8,"POLAND","DIESEL",3263
2023,8,"POLAND","TOTAL",36177
2023,8,"PORTUGAL","BEV",3068
2023,8,"PORTUGAL","PHEV",2191
2023,8,"PORTUGAL","HEV",1692
2023,8,"PORTUGAL","OTHERS",752
2023,8,"PORTUGAL","PETROL",3883
2023,8,"PORTUGAL","DIESEL",1464
2023,8,"PORTUGAL","TOTAL",13050
2023,8,"ROMANIA","BEV",1608
2023,8,"ROMANIA","PHEV",0
2023,8,"ROMANIA","HEV",4106
2023,8,"ROMANIA","OTHERS",1450
2023,8,"ROMANIA","PETROL",4237
2023,8,"ROMANIA","DIESEL",1490
2023,8,"ROMANIA","TOTAL",12891
2023,8,"SLOVAKIA","BEV",189
2023,8,"SLOVAKIA","PHEV",280
2023,8,"SLOVAKIA","HEV",2098
2023,8,"SLOVAKIA","OTHERS",145
2023,8,"SLOVAKIA","PETROL",3420
2023,8,"SLOVAKIA","DIESEL",1355
2023,8,"SLOVAKIA","TOTAL",7487
2023,8,"SLOVENIA","BEV",385
2023,8,"SLOVENIA","PHEV",64
2023,8,"SLOVENIA","HEV",280
2023,8,"SLOVENIA","OTHERS",30
2023,8,"SLOVENIA","PETROL",1899
2023,8,"SLOVENIA","DIESEL",582
2023,8,"SLOVENIA","TOTAL",3240
2023,8,"SPAIN","BEV",3583
2023,8,"SPAIN","PHEV",3362
2023,8,"SPAIN","HEV",18876
2023,8,"SPAIN","OTHERS",1584
2023,8,"SPAIN","PETROL",21876
2023,8,"SPAIN","DIESEL",6676
2023,8,"SPAIN","TOTAL",55957
2023,8,"SWEDEN","BEV",9784
2023,8,"SWEDEN","PHEV",4557
2023,8,"SWEDEN","HEV",1889
2023,8,"SWEDEN","OTHERS",543
2023,8,"SWEDEN","PETROL",5286
2023,8,"SWEDEN","DIESEL",1812
2023,8,"SWEDEN","TOTAL",23871
2023,8,"EUROPEAN UNION","BEV",165165
2023,8,"EUROPEAN UNION","PHEV",58557
2023,8,"EUROPEAN UNION","HEV",188559
2023,8,"EUROPEAN UNION","OTHERS",19646
2023,8,"EUROPEAN UNION","PETROL",257418
2023,8,"EUROPEAN UNION","DIESEL",98281
2023,8,"EUROPEAN UNION","TOTAL",787626
2023,8,"ICELAND","BEV",700
2023,8,"ICELAND","PHEV",121
2023,8,"ICELAND","HEV",131
2023,8,"ICELAND","OTHERS",0
2023,8,"ICELAND","PETROL",81
2023,8,"ICELAND","DIESEL",133
2023,8,"ICELAND","TOTAL",1166
2023,8,"NORWAY","BEV",9250
2023,8,"NORWAY","PHEV",724
2023,8,"NORWAY","HEV",675
2023,8,"NORWAY","OTHERS",0
2023,8,"NORWAY","PETROL",122
2023,8,"NORWAY","DIESEL",312
2023,8,"NORWAY","TOTAL",11083
2023,8,"SWITZERLAND","BEV",4289
2023,8,"SWITZERLAND","PHEV",1715
2023,8,"SWITZERLAND","HEV",5165
2023,8,"SWITZERLAND","OTHERS",1
2023,8,"SWITZERLAND","PETROL",6038
2023,8,"SWITZERLAND","DIESEL",1769
2023,8,"SWITZERLAND","TOTAL",18977
2023,8,"EFTA","BEV",14239
2023,8,"EFTA","PHEV",2560
2023,8,"EFTA","HEV",5971
2023,8,"EFTA","OTHERS",1
2023,8,"EFTA","PETROL",6241
2023,8,"EFTA","DIESEL",2214
2023,8,"EFTA","TOTAL",31226
2023,8,"UNITED KINGDOM","BEV",17243
2023,8,"UNITED KINGDOM","PHEV",6601
2023,8,"UNITED KINGDOM","HEV",23410
2023,8,"UNITED KINGDOM","OTHERS",0
2023,8,"UNITED KINGDOM","PETROL",34756
2023,8,"UNITED KINGDOM","DIESEL",3647
2023,8,"UNITED KINGDOM","TOTAL",85657
2023,8,"EU + EFTA + UK","BEV",196647
2023,8,"EU + EFTA + UK","PHEV",67718
2023,8,"EU + EFTA + UK","HEV",217940
2023,8,"EU + EFTA + UK","OTHERS",19647
2023,8,"EU + EFTA + UK","PETROL",298415
2023,8,"EU + EFTA + UK","DIESEL",104142
2023,8,"EU + EFTA + UK","TOTAL",904509
2023,9,"AUSTRIA","BEV",4256
2023,9,"AUSTRIA","PHEV",1531
2023,9,"AUSTRIA","HEV",4469
2023,9,"AUSTRIA","OTHERS",5
2023,9,"AUSTRIA","PETROL",5976
2023,9,"AUSTRIA","DIESEL",3603
2023,9,"AUSTRIA","TOTAL",19840
2023,9,"BELGIUM","BEV",9146
2023,9,"BELGIUM","PHEV",8652
2023,9,"BELGIUM","HEV",2792
2023,9,"BELGIUM","OTHERS",154
2023,9,"BELGIUM","PETROL",15166
2023,9,"BELGIUM","DIESEL",2996
2023,9,"BELGIUM","TOTAL",38906
2023,9,"BULGARIA","BEV",118
2023,9,"BULGARIA","PHEV",16
2023,9,"BULGARIA","HEV",49
2023,9,"BULGARIA","OTHERS",0
2023,9,"BULGARIA","PETROL",2367
2023,9,"BULGARIA","DIESEL",426
2023,9,"BULGARIA","TOTAL",2976
2023,9,"CROATIA","BEV",98
2023,9,"CROATIA","PHEV",112
2023,9,"CROATIA","HEV",936
2023,9,"CROATIA","OTHERS",146
2023,9,"CROATIA","PETROL",1764
2023,9,"CROATIA","DIESEL",678
2023,9,"CROATIA","TOTAL",3734
2023,9,"CYPRUS","BEV",99
2023,9,"CYPRUS","PHEV",44
2023,9,"CYPRUS","HEV",642
2023,9,"CYPRUS","OTHERS",0
2023,9,"CYPRUS","PETROL",715
2023,9,"CYPRUS","DIESEL",25
2023,9,"CYPRUS","TOTAL",1525
2023,9,"CZECH REPUBLIC","BEV",582
2023,9,"CZECH REPUBLIC","PHEV",372
2023,9,"CZECH REPUBLIC","HEV",3322
2023,9,"CZECH REPUBLIC","OTHERS",245
2023,9,"CZECH REPUBLIC","PETROL",9100
2023,9,"CZECH REPUBLIC","DIESEL",3587
2023,9,"CZECH REPUBLIC","TOTAL",17208
2023,9,"DENMARK","BEV",6360
2023,9,"DENMARK","PHEV",1284
2023,9,"DENMARK","HEV",2114
2023,9,"DENMARK","OTHERS",0
2023,9,"DENMARK","PETROL",4634
2023,9,"DENMARK","DIESEL",493
2023,9,"DENMARK","TOTAL",14885
2023,9,"ESTONIA","BEV",141
2023,9,"ESTONIA","PHEV",52
2023,9,"ESTONIA","HEV",742
2023,9,"ESTONIA","OTHERS",1
2023,9,"ESTONIA","PETROL",652
2023,9,"ESTONIA","DIESEL",145
2023,9,"ESTONIA","TOTAL",1733
2023,9,"FINLAND","BEV",3002
2023,9,"FINLAND","PHEV",1417
2023,9,"FINLAND","HEV",1739
2023,9,"FINLAND","OTHERS",33
2023,9,"FINLAND","PETROL",985
2023,9,"FINLAND","DIESEL",305
2023,9,"FINLAND","TOTAL",7481
2023,9,"FRANCE","BEV",30173
2023,9,"FRANCE","PHEV",15699
2023,9,"FRANCE","HEV",38461
2023,9,"FRANCE","OTHERS",5785
2023,9,"FRANCE","PETROL",52915
2023,9,"FRANCE","DIESEL",13270
2023,9,"FRANCE","TOTAL",156303
2023,9,"GERMANY","BEV",31714
2023,9,"GERMANY","PHEV",15383
2023,9,"GERMANY","HEV",57795
2023,9,"GERMANY","OTHERS",731
2023,9,"GERMANY","PETROL",78979
2023,9,"GERMANY","DIESEL",39900
2023,9,"GERMANY","TOTAL",224502
2023,9,"GREECE","BEV",755
2023,9,"GREECE","PHEV",1090
2023,9,"GREECE","HEV",3318
2023,9,"GREECE","OTHERS",348
2023,9,"GREECE","PETROL",4585
2023,9,"GREECE","DIESEL",1305
2023,9,"GREECE","TOTAL",11401
2023,9,"HUNGARY","BEV",448
2023,9,"HUNGARY","PHEV",449
2023,9,"HUNGARY","HEV",4185
